customer_id,first_name,last_name,email,city,credit_score,created_at
CUSG5B0L8O9ICS9,Jessica,Scott,jessica.scott495@example.com,York,560,26-10-2022
CUSQ6FXYPAYDZZB,Emma,Wright,emma.wright933@example.com,Edinburgh,666,01-01-2021
CUSZ5QDE2Y3ZNP8,Lucy,Martin,lucy.martin5@example.com,Liverpool,533,21-02-2020
CUS8E59JMZ8SPCT,James,Walker,james.walker568@example.com,Manchester,796,17-10-2020
CUSBLIEN3416UKL,Jack,Brown,jack.brown419@example.com,Bristol,634,12-05-2024
CUSX9A8F8BOR2KE,Olivia,Johnson,olivia.johnson951@example.com,Leeds,628,27-08-2023
CUS4ZVX7LOFOLAN,Emma,Johnson,emma.johnson682@example.com,Southampton,495,19-06-2025
CUS5Q8CVRSVH4G2,Jessica,Harris,jessica.harris890@example.com,Sheffield,670,11-03-2025
CUSTAC9PFHJ1OYC,Charles,Clarke,charles.clarke824@example.com,London,798,05-03-2025
CUSEYJ5Q0S9AJYG,Samuel,Williams,samuel.williams631@example.com,Edinburgh,522,02-07-2021
CUS1U5XI18T1500,Joseph,King,joseph.king140@example.com,Glasgow,685,08-06-2023
CUSAA4LTV5LX9BE,John,Evans,john.evans222@example.com,Sheffield,533,01-03-2025
CUSMB4EZBN8H8S3,Edward,King,edward.king822@example.com,Birmingham,661,25-02-2019
CUSICOOKAEWF8KP,Samuel,Baker,samuel.baker433@example.com,Edinburgh,586,17-09-2020
CUSEZ0MSG1B3JSU,Grace,Hall,grace.hall924@example.com,Birmingham,654,13-01-2020
CUSAUAI0JPPYR6E,George,Wright,george.wright363@example.com,Manchester,614,17-06-2025
CUSWHKUMCISYOXO,Andrew,Jones,andrew.jones542@example.com,Oxford,396,11-09-2023
CUSG514A9969TRJ,Emma,Thompson,emma.thompson102@example.com,Edinburgh,720,28-10-2024
CUSU37NJTE0Y4HI,Robert,Edwards,robert.edwards225@example.com,London,602,05-11-2025
CUSYRTU7EGPNNHN,Freya,Thompson,freya.thompson830@example.com,London,763,14-01-2022
CUSYEOI3QIJTWV1,Andrew,Johnson,andrew.johnson651@example.com,Exeter,688,02-10-2025
CUSF874ESDQC9PU,Jack,Turner,jack.turner937@example.com,Leeds,589,13-01-2024
CUSXUJINHD5XZWB,Sophie,Davies,sophie.davies973@example.com,Oxford,561,27-10-2022
CUSXPQUBPX8JRW1,Richard,Williams,richard.williams678@example.com,Newcastle,704,01-10-2021
CUSTSIQUO2XQZ21,Emily,Evans,emily.evans888@example.com,Southampton,761,07-01-2021
CUSV7EJM1R1QJQM,Sarah,Taylor,sarah.taylor675@example.com,Liverpool,514,12-09-2023
CUSGD7SPBZGI3ZT,Ava,Baker,ava.baker518@example.com,Edinburgh,639,24-09-2025
CUS2KLYYVUNSVQR,Harry,Hall,harry.hall719@example.com,Glasgow,559,08-11-2025
CUSYGMEXF9LO4ZZ,Hannah,Hall,hannah.hall974@example.com,Southampton,509,17-05-2022
CUSXC9U2HO755LZ,Daniel,King,daniel.king600@example.com,London,808,04-01-2019
CUSZMPIW8BWQRUE,Olivia,Edwards,olivia.edwards938@example.com,London,695,25-10-2021
CUS875YUZTW32AT,Joseph,Smith,joseph.smith808@example.com,Birmingham,603,09-01-2024
CUSG3YVOLLLMJU1,Robert,Hall,robert.hall717@example.com,Edinburgh,567,26-09-2024
CUSASAJ7SRGFG46,Lucy,Scott,lucy.scott738@example.com,Chester,510,14-09-2022
CUSMXW3HB9EEQ0C,Sophie,Turner,sophie.turner932@example.com,Glasgow,594,14-03-2020
CUSQYYRH62E21TR,Michael,Evans,michael.evans682@example.com,Edinburgh,751,23-01-2021
CUSXPDA6C6W5B2D,Chloe,Lewis,chloe.lewis37@example.com,Leeds,529,14-04-2024
CUSVRYR260Q1G1N,Edward,Edwards,edward.edwards673@example.com,London,687,24-09-2025
CUSBF1N97NFNT06,Mia,Evans,mia.evans328@example.com,Glasgow,586,24-07-2019
CUSBRSIV34J008C,Harry,Williams,harry.williams267@example.com,Leicester,437,26-08-2024
CUSVXYI1O46MZJU,Robert,Hall,robert.hall327@example.com,Birmingham,780,07-04-2022
CUS9COOZE9MCJQQ,Michael,Turner,michael.turner308@example.com,Birmingham,722,04-10-2023
CUSD0N515YRWYIO,Sarah,Hughes,sarah.hughes945@example.com,Aberdeen,434,19-09-2021
CUS0OQZMKVZBDGV,Freya,Wright,freya.wright624@example.com,Liverpool,561,11-09-2019
CUSKT97AXUHZD9O,Chloe,Evans,chloe.evans483@example.com,London,713,14-02-2020
CUS14KMRY09SGWN,Ruby,Walker,ruby.walker816@example.com,London,603,16-05-2019
CUSP9NUFHN5YLRA,Edward,Evans,edward.evans6@example.com,Manchester,689,28-01-2025
CUSZVII8TPWD0G2,Freya,Martin,freya.martin420@example.com,Glasgow,549,14-03-2020
CUSSL0JJMBY6I17,Joseph,Green,joseph.green972@example.com,London,606,18-06-2019
CUSROL7MAYTXLAA,Ella,Scott,ella.scott697@example.com,Cardiff,670,20-10-2022
CUSR8JPVQ308N32,Lucy,Wright,lucy.wright782@example.com,Manchester,589,15-03-2025
CUSP0OI8U4F5Y7G,Joseph,Lewis,joseph.lewis948@example.com,Bristol,784,06-01-2019
CUSHKTWI9B8EKLW,Grace,Hughes,grace.hughes134@example.com,Southampton,550,19-06-2024
CUSPVJ8RI8NU17U,Freya,Green,freya.green96@example.com,Glasgow,579,16-05-2021
CUS9IPHPTMQK0YM,Jack,White,jack.white120@example.com,Sheffield,605,09-08-2021
CUSJ2VO7IUGRRRI,Sarah,Williams,sarah.williams146@example.com,Leeds,761,17-02-2021
CUSQN6C4W713QNV,Ava,Turner,ava.turner997@example.com,Sheffield,626,21-09-2019
CUS27LAK0PNTKLU,Chloe,Wilson,chloe.wilson284@example.com,Glasgow,743,10-03-2020
CUSO40Q9GI7611M,Olivia,Walker,olivia.walker899@example.com,London,722,11-04-2022
CUS73YAO3S0EOAR,Mia,Harris,mia.harris645@example.com,Sheffield,422,17-04-2022
CUSXT229Q7IVQHX,Isla,Wood,isla.wood254@example.com,London,784,16-05-2023
CUSX9SLMA5BXJNB,Thomas,Lewis,thomas.lewis410@example.com,Exeter,322,24-02-2023
CUS91AC7WZYFMQF,Lucy,Wright,lucy.wright244@example.com,Nottingham,688,12-08-2024
CUSPEQLV488PKWT,Ruby,King,ruby.king867@example.com,Nottingham,563,22-10-2022
CUSBSSALLHTAHOW,Hannah,Brown,hannah.brown448@example.com,Bristol,419,25-11-2019
CUSQZACGBVQCEDN,Amelia,Green,amelia.green461@example.com,Cardiff,522,06-09-2025
CUSR77IU31E90GD,Hannah,Taylor,hannah.taylor491@example.com,Bristol,609,19-05-2020
CUSB8NHOJ7H4217,Edward,White,edward.white166@example.com,Cambridge,702,14-02-2022
CUSMO7RN7UQI62K,James,Johnson,james.johnson967@example.com,Bath,475,22-10-2022
CUSE9KGY2TWSCW6,Daniel,Edwards,daniel.edwards459@example.com,Bath,323,16-02-2021
CUSS12WBAKE2DCQ,Charlotte,Hall,charlotte.hall251@example.com,Leeds,665,14-06-2019
CUS13DWW8DXAJXM,Robert,Jones,robert.jones893@example.com,Manchester,732,18-10-2021
CUSK8TEWA5UY7NV,Charlotte,Lewis,charlotte.lewis248@example.com,Liverpool,535,21-09-2025
CUS387IXHHKFFN1,Richard,Hughes,richard.hughes40@example.com,Oxford,675,08-06-2020
CUSM215YJX5W3OZ,Freya,Jones,freya.jones789@example.com,Leeds,623,23-04-2023
CUSTJ96T12PW4DA,Chloe,Wright,chloe.wright113@example.com,Liverpool,606,19-09-2019
CUSU8HRAV85886D,John,Wilson,john.wilson879@example.com,London,633,06-08-2024
CUSTNDJJO9NIFMP,Thomas,White,thomas.white413@example.com,Liverpool,546,13-07-2022
CUSG527V72W7RNT,Chloe,Martin,chloe.martin518@example.com,Sheffield,526,21-05-2020
CUSH11DP6G73J6J,William,Scott,william.scott428@example.com,Cardiff,476,09-04-2025
CUSJDGJ8YSWV20K,Jack,Thomas,jack.thomas89@example.com,Glasgow,507,27-09-2019
CUSH0QBVRPAGTGI,Oliver,Young,oliver.young334@example.com,Southampton,388,06-09-2021
CUS3YA2KYLJ1J2P,Joseph,Evans,joseph.evans361@example.com,Birmingham,696,03-04-2022
CUSUF8Z3HJEYM4U,Andrew,Thomas,andrew.thomas953@example.com,Sheffield,648,12-01-2024
CUS15MN6SC6XSGA,Sarah,Hughes,sarah.hughes74@example.com,Bristol,633,22-03-2024
CUSGWR70IOFIFOQ,Edward,White,edward.white299@example.com,Manchester,722,11-05-2023
CUS624U41TQZ1VF,Chloe,Roberts,chloe.roberts275@example.com,Leicester,498,16-01-2022
CUSM5F505OJ38AY,Emily,Wright,emily.wright665@example.com,Edinburgh,563,21-05-2022
CUSS1BCEZ15RVMK,Sophie,Green,sophie.green697@example.com,Brighton,486,26-01-2021
CUS970SDOTAIECE,Freya,Wilson,freya.wilson513@example.com,London,669,24-06-2024
CUS6XNGDJ56UTDR,Grace,King,grace.king89@example.com,Edinburgh,675,13-01-2024
CUS1APGZMKBF6X3,Charlotte,Turner,charlotte.turner975@example.com,Canterbury,368,20-06-2024
CUSE78D29F8PX71,Matthew,Jones,matthew.jones979@example.com,Liverpool,571,03-06-2019
CUSLRWU7AEWSB9R,Andrew,Davies,andrew.davies889@example.com,Belfast,568,13-11-2023
CUSPN9HT1U37EB8,Hannah,Evans,hannah.evans56@example.com,Glasgow,360,25-01-2021
CUSHAWV8AB40OOB,James,Martin,james.martin182@example.com,Leicester,507,16-12-2021
CUSK36QSTTGIQT6,Emma,Brown,emma.brown611@example.com,London,691,22-01-2022
CUSY8LBKYYT86R5,Lucy,Wilson,lucy.wilson657@example.com,Manchester,626,13-01-2023
CUS2MJTC33U0JPO,Freya,Baker,freya.baker536@example.com,Bristol,608,21-04-2024
CUSNA3MIRB5RQBU,Olivia,Taylor,olivia.taylor455@example.com,Birmingham,833,21-09-2019
CUS5219ZAGI3NPP,John,Taylor,john.taylor50@example.com,Southampton,638,22-01-2023
CUSH7HG4P93NYH9,Jessica,Brown,jessica.brown779@example.com,Liverpool,645,08-04-2025
CUSINK68GARYE2K,Benjamin,Young,benjamin.young757@example.com,Nottingham,549,21-01-2024
CUSUBC6A41L12IM,George,Wilson,george.wilson374@example.com,Leeds,681,16-07-2019
CUS2IGDXBZ392N9,Michael,Wright,michael.wright425@example.com,Newcastle,501,06-02-2023
CUS8NQPCKBQRGER,Poppy,Young,poppy.young633@example.com,Birmingham,754,23-10-2022
CUS21F9LQ6W67VZ,Oliver,Baker,oliver.baker747@example.com,Manchester,622,11-06-2019
CUS5ECFJFZS958P,David,Young,david.young689@example.com,London,659,03-11-2022
CUS7Q4ZD6AOVL7X,Ava,Walker,ava.walker488@example.com,Birmingham,679,21-03-2019
CUS9DR5DBDXBDEH,Emily,Turner,emily.turner93@example.com,Norwich,469,21-08-2023
CUS3DF78QN8PACC,Daniel,Roberts,daniel.roberts877@example.com,Edinburgh,662,15-01-2025
CUST84CPKJYKX9C,Joseph,Thomas,joseph.thomas900@example.com,Sheffield,666,10-12-2021
CUSX7F6TE8CP9K0,William,Thompson,william.thompson943@example.com,Nottingham,449,20-02-2025
CUS3DZWI7PLC1KJ,Olivia,Harris,olivia.harris948@example.com,Newcastle,542,25-03-2022
CUS5ULP2XKD5R9X,Emily,Martin,emily.martin691@example.com,Edinburgh,576,21-10-2020
CUSDY8T4BRP40QN,Joseph,Green,joseph.green820@example.com,Newcastle,651,01-09-2020
CUSJZL4KKLRIZNX,Freya,Hughes,freya.hughes255@example.com,Oxford,426,14-01-2024
CUSSM4NIX4R5B92,Sophie,Hughes,sophie.hughes19@example.com,Bristol,650,04-01-2024
CUSSWUZJAWGA0XM,Freya,Walker,freya.walker495@example.com,Bristol,645,15-01-2021
CUS0OSOH5V6KPWD,Andrew,Turner,andrew.turner276@example.com,Brighton,522,24-01-2024
CUS0632GRX6A990,Michael,Wright,michael.wright515@example.com,Manchester,690,27-01-2024
CUSE7LFT25H8GOR,Andrew,Smith,andrew.smith845@example.com,Leeds,562,07-09-2025
CUSSM1PPYZ8JG2R,Mia,Evans,mia.evans148@example.com,Liverpool,639,28-03-2022
CUSJ6D60AJBV6JN,Isla,White,isla.white68@example.com,Aberdeen,632,10-08-2023
CUSFB4LUX4L863A,Chloe,Walker,chloe.walker368@example.com,London,631,20-07-2022
CUS2ZIK2RQMFSWP,David,Brown,david.brown597@example.com,Leeds,463,11-01-2020
CUSDXWIHDRG8YGJ,Chloe,Thomas,chloe.thomas978@example.com,Birmingham,543,04-03-2024
CUSGF0G46U2SLZ2,Michael,Harris,michael.harris776@example.com,Manchester,658,10-09-2023
CUSH3DR99UPSRGI,Joseph,Thompson,joseph.thompson836@example.com,London,775,02-01-2024
CUSSW3HCDI74KZT,Amelia,Green,amelia.green4@example.com,Bristol,562,09-02-2024
CUS9P0IEIHCJJG4,Daniel,Roberts,daniel.roberts32@example.com,London,593,11-12-2019
CUS67L7S47TDESY,Emma,Hall,emma.hall668@example.com,Belfast,592,11-09-2023
CUSC70TRVTFMRMQ,Jack,Thompson,jack.thompson789@example.com,Canterbury,453,07-10-2020
CUS0QAOYRXXO1ID,David,Clarke,david.clarke442@example.com,London,747,19-09-2019
CUSL0AIHEGYIRCQ,Sophie,Hughes,sophie.hughes586@example.com,Liverpool,557,18-05-2025
CUSU56K7SBFDGJ9,Charlotte,Brown,charlotte.brown306@example.com,Glasgow,554,16-05-2021
CUSIM2L184UVM6N,Samuel,Lewis,samuel.lewis651@example.com,Newcastle,566,24-05-2020
CUS0WR38AIZZA9D,Freya,Harris,freya.harris822@example.com,Leeds,613,14-09-2025
CUST27JLLZ90Z23,Samuel,Thomas,samuel.thomas302@example.com,Glasgow,623,21-03-2019
CUSND6NYLR9A2B0,Mia,King,mia.king324@example.com,London,679,22-08-2023
CUSI7AIJWKB0TNR,Chloe,Williams,chloe.williams864@example.com,London,675,10-11-2021
CUSSABBKAZJMWN2,Lucy,Wood,lucy.wood991@example.com,Leeds,757,12-07-2022
CUSGOK6UFKPLPCG,Robert,Clarke,robert.clarke482@example.com,Leeds,482,04-01-2023
CUSG62NGXCYNLAI,Matthew,Smith,matthew.smith450@example.com,Edinburgh,511,03-10-2025
CUS1JWYR248X533,Richard,Martin,richard.martin41@example.com,Exeter,395,23-09-2020
CUSIVOCN8DS7KVK,Isla,Lewis,isla.lewis925@example.com,Cardiff,353,22-09-2021
CUSL7TG6CD2IPE7,Jessica,Harris,jessica.harris505@example.com,London,778,19-09-2025
CUSQZ9D46KT79AA,Charlotte,Wright,charlotte.wright348@example.com,Newcastle,495,18-10-2025
CUSJO52F0U4SUXR,Amelia,Hughes,amelia.hughes407@example.com,Leeds,532,09-06-2025
CUS4QHTLJFEDTEE,Ava,Hall,ava.hall458@example.com,Leeds,483,26-03-2022
CUSQP81YCEGNNJM,Poppy,Evans,poppy.evans116@example.com,Liverpool,429,01-06-2025
CUSTM1QUANX0H6V,George,Hughes,george.hughes48@example.com,Cardiff,613,09-08-2025
CUS2RR3DB24Q7EN,John,Clarke,john.clarke88@example.com,Leeds,452,02-03-2021
CUSX2Y5L3EOWR8J,Ella,Thomas,ella.thomas366@example.com,Manchester,838,23-04-2021
CUSYR77YH3Y8A6M,Chloe,Scott,chloe.scott350@example.com,Liverpool,749,16-09-2020
CUS7QTZ1RUY5R8T,Jessica,Baker,jessica.baker961@example.com,London,638,21-10-2024
CUS93AOPVBW2P5J,Emma,Martin,emma.martin927@example.com,Birmingham,706,07-09-2021
CUSYB8VODMR5QSF,Mia,Taylor,mia.taylor431@example.com,Leeds,371,03-12-2023
CUSVO8PM4Y2MGBN,David,Walker,david.walker438@example.com,Durham,377,05-06-2023
CUSHRBSH103UF8R,Emily,Davies,emily.davies852@example.com,Bristol,527,28-12-2023
CUSZ1KKTDNUMVEX,Emma,Hall,emma.hall868@example.com,London,626,04-01-2019
CUSTT96J6VDCF33,Chloe,Baker,chloe.baker928@example.com,Leeds,783,12-09-2019
CUSVNPPUFU73UHR,Lucy,Scott,lucy.scott163@example.com,London,613,16-03-2024
CUSIWWL0A9GQ2YC,Benjamin,Hall,benjamin.hall210@example.com,Edinburgh,585,06-09-2022
CUSM8LHPWF5XK1S,Benjamin,Brown,benjamin.brown405@example.com,Birmingham,802,19-09-2022
CUS505S34CGSPFR,Grace,Hughes,grace.hughes808@example.com,London,643,03-07-2023
CUSBAN52V58NG0D,Daniel,Hughes,daniel.hughes226@example.com,Liverpool,696,01-01-2021
CUSJZA3UE1K2IC7,Edward,Walker,edward.walker449@example.com,Belfast,604,10-06-2019
CUSWHMBUN6XBELK,Oliver,White,oliver.white864@example.com,Manchester,705,02-09-2022
CUSY0Z9YJG6QOAR,Emily,Smith,emily.smith190@example.com,Durham,701,23-11-2024
CUS94QQIV3XD5AX,Lucy,Hall,lucy.hall176@example.com,London,652,20-09-2023
CUS47F06AACSM4V,Oliver,Jones,oliver.jones176@example.com,Belfast,570,28-11-2021
CUSD8ITBJQCU49B,Charlotte,Johnson,charlotte.johnson54@example.com,London,740,23-03-2019
CUSE7W683O3FO22,Jessica,King,jessica.king950@example.com,Manchester,714,16-12-2022
CUSVP4JS6NLM4GL,Grace,Harris,grace.harris59@example.com,Southampton,395,17-08-2024
CUSOD0R450F1DEU,Richard,Wright,richard.wright57@example.com,London,786,01-04-2023
